1303991214,1.81200000,17.16000000
1303991230,1.83000000,107.29400000
1303991230,1.84000000,12.32000000
1303991241,1.84990000,2.00000000
1303991250,1.85000000,53.48000000
1303991250,1.85000000,10.00000000
1303991250,1.85000000,13.88000000
1303991420,1.85001000,100.00000000
1303991771,1.85000000,6.65000000
1303991985,1.87000000,5.00000000
1303991985,1.87800000,44.97000000
1303991985,1.87900000,100.00000000
1303991985,1.88900000,20.00000000
1303991985,1.88900000,24.00000000
1303991985,1.89000000,2.99000000
1303991985,1.89000000,773.39600000
1303991985,1.89000000,5.43000000
1303991985,1.89000000,5.95000000
1303991985,1.89800000,1.70000000
1303991985,1.89875000,550.00000000
1303991985,1.89878000,845.00300000
1303991985,1.89879000,6.25000000
1303991985,1.89900000,7.93000000
1303991985,1.90000000,1.00000000
1303991985,1.90000000,2.99000000
1303991985,1.90999000,100.00000000
1303991985,1.91200000,12.99000000
1303991985,1.92000000,5.00000000
1303991985,1.92900000,20.00000000
1303991985,1.93000000,39.11300000
1303991986,1.93000000,56.03700000
1303991986,1.93000000,2.35500000
1303992109,1.93000000,47.64500000
1303992122,1.93100000,10.00000000
1303992126,1.93798000,870.61200000
1303992126,1.93800000,100.00000000
1303992130,1.93890000,330.20800000
1303992253,1.92200000,3.00000000
1303992294,1.92400000,13.16000000
1303992335,1.92000000,2.00000000
1303992335,1.92000000,2.00000000
1303992468,1.86000000,2.00000000
1303992550,1.85100000,6.40000000
1303992645,1.85600000,3.50000000
1303992708,1.85100000,3.16000000
1303992733,1.85100000,1.12000000
1303992748,1.85100000,10.00000000
1303992777,1.85600000,10.00000000
1303992790,1.85100000,3.00000000
1303992799,1.85600000,2.66000000
1303992946,1.91300000,10.00000000
1303992947,1.91300000,5.68200000
1303993264,1.85700000,10.00000000
1303993266,1.85700000,5.68000000
1303993300,1.85100000,8.95000000
1303993396,1.91200000,10.00000000
1303993397,1.91200000,5.22500000
1303993400,1.91200000,4.77500000
1303993400,1.91800000,0.22500000
1303993426,1.85100000,10.00000000
1303993567,1.85700000,10.00000000
1303993568,1.85700000,5.23000000
1303993633,1.90400000,10.00000000
1303993634,1.90400000,4.85800000
1303993648,1.91000000,1.92000000
1303993648,1.91000000,5.14900000
1303993649,1.91001000,9.71000000
1303993657,1.91001000,10.00000000
1303993704,1.91001000,10.00000000
1303993705,1.91001000,3.22100000
1303993705,1.91000000,6.77900000
1303993719,1.91001000,9.12000000
1303993719,1.91000000,0.88000000
1303993735,1.91000000,7.19900000
1303993784,1.85700000,10.00000000
1303993785,1.85700000,4.85000000
1303993810,1.85100000,2.00000000
1303993825,1.91200000,10.00000000
1303993826,1.91200000,4.42500000
1303993850,1.85700000,10.00000000
1303993850,1.85700000,4.43000000
1303993852,1.91800000,1.85000000
1303993887,1.91200000,10.00000000
1303993888,1.91200000,4.01200000
1303993911,1.85700000,10.00000000
1303993912,1.85700000,4.01000000
1303993925,1.91100000,1.00000000
1303993954,1.90500000,10.00000000
1303993968,1.90500000,1.00000000
1303993988,1.90500000,1.00000000
1303993998,1.90500000,1.65900000
1303994026,1.85700000,10.00000000
1303994028,1.85700000,3.66000000
1303994051,1.85100000,1.00000000
1303994080,1.90500000,1.00000000
1303994080,1.90500000,13.31200000
1303994088,1.90000000,1.00000000
1303994112,1.89400000,1.00000000
1303994117,1.85150000,15.63300000
1303994139,1.85100000,1.00000000
1303994150,1.85150000,10.00000000
1303994151,1.85150000,10.00000000
1303994333,1.85150000,9.49700000
1303994418,1.85150000,2.15300000
1303994468,1.85100000,2.39200000
1303994523,1.85000000,3.75200000
1303994523,1.85000000,3.85800000
1303994601,1.85000000,2.00000000
1303994639,1.85150000,2.57000000
1303994639,1.85150000,0.37000000
1303994916,1.85140000,2.00000000
1303994916,1.85150000,249.15000000
1303995131,1.85140000,2.00000000
1303995131,1.85150000,249.48000000
1303995180,1.89000000,1.00000000
1303995180,1.90000000,9.00000000
1303995305,1.86600000,10.00000000
1303995306,1.86600000,3.31000000
1303995322,1.89990000,2.00000000
1303995322,1.90000000,25.68800000
1303995322,1.90400000,10.00000000
1303995322,1.91090000,2.00000000
1303995322,1.91100000,189.02000000
1303995322,1.91990000,1.91000000
1303995322,1.92000000,11.57200000
1303995375,1.91400000,10.00000000
1303995376,1.91400000,2.97800000
1303995425,1.85600000,10.00000000
1303995425,1.85600000,2.98000000
1303995461,1.90400000,10.00000000
1303995462,1.90400000,2.65200000
1303995485,1.85600000,10.00000000
1303995486,1.85600000,2.65000000
1303995528,1.90400000,10.00000000
1303995529,1.90400000,2.33200000
1303995554,1.85600000,10.00000000
1303995555,1.85600000,2.33000000
1303995594,1.90400000,10.00000000
1303995594,1.90400000,2.02200000
1303995661,1.85600000,10.00000000
1303995662,1.85600000,2.03000000
1303995706,1.90400000,10.00000000
1303995707,1.90400000,1.72300000
1303995750,1.85600000,10.00000000
1303995751,1.85600000,1.72000000
1303995793,1.90400000,10.00000000
1303995794,1.90400000,1.42900000
1303995835,1.85600000,10.00000000
1303995836,1.85600000,1.43000000
1303995877,1.90400000,10.00000000
1303995878,1.90400000,1.14000000
1303995899,1.85600000,10.00000000
1303995906,1.85600000,1.00000000
1303995940,1.90400000,1.00000000
1303995940,1.87555000,0.56000000
1303995943,1.90400000,10.00000000
1303995944,1.90400000,0.17300000
1303995988,1.85700000,10.00000000
1303995988,1.85700000,0.87000000
1303996009,1.90400000,10.00000000
1303996010,1.90400000,0.59900000
1303996054,1.86310000,10.00000000
1303996056,1.86310000,0.60000000
1303996078,1.91000000,17.00000000
1303996079,1.91001000,1.00000000
1303996097,1.91001000,13.92000000
1303996119,1.91001000,10.00000000
1303996121,1.91001000,8.08000000
1303996121,1.91000000,1.92000000
1303996130,1.91000000,8.42000000
1303996257,1.86320000,10.00000000
1303996258,1.86320000,0.34000000
1303996309,1.90390000,10.00000000
1303996310,1.90390000,0.12100000
1303996355,1.86600000,10.00000000
1303996357,1.86600000,0.12000000
1303996398,1.90390000,9.91600000
1303996421,1.86610000,9.92000000
1303996444,1.90390000,9.72200000
1303996466,1.86610000,9.72000000
1303996487,1.90390000,9.52800000
1303996504,1.86620000,1.00000000
1303996504,1.86620000,9.53000000
1303996504,1.90391000,45.00000000
1303996504,1.90970000,88.08000000
1303996504,1.90999000,110.32000000
1303996571,1.90390000,9.33900000
1303996580,1.86620000,1.00000000
1303996645,1.90999000,139.68000000
1303996645,1.91000000,9.34000000
1303996682,1.91001000,16.65000000
1303996716,1.91790000,100.00000000
1303996763,1.91790000,191.00000000
1303996807,1.91000000,9.34000000
1303996807,1.86031000,6.58000000
1303996827,1.90970000,6.53000000
1303996827,1.92000000,1.92000000
1303996827,1.92000000,2.49100000
1303996845,1.86031000,12.79000000
1303996848,1.86630000,1.00000000
1303996848,1.86630000,6.84000000
1303996848,1.90970000,12.28000000
1303996936,1.89400000,9.26600000
1303996960,1.86630000,1.00000000
1303996960,1.86630000,9.27000000
1303997017,1.90000000,5.47000000
1303997067,1.91600000,9.02900000
1303997080,1.86651000,1.00000000
1303997110,1.86660000,9.03000000
1303997153,1.91700000,8.79500000
1303997153,1.91700000,1.00000000
1303997153,1.86651000,8.20500000
1303997192,1.91700000,1.00000000
1303997192,1.86651000,3.90000000
1303997208,1.86651000,1.00000000
1303997226,1.86660000,8.79000000
1303997248,1.91700000,8.56000000
1303997289,1.87600000,8.56000000
1303997291,1.92000000,45.00000000
1303997291,1.92250000,23.66000000
1303997291,1.92300000,36.51000000
1303997291,1.92700000,527.00000000
1303997291,1.93000000,5.00000000
1303997291,1.93000000,224.85000000
1303997291,1.93000000,2.00000000
1303997291,1.93800000,100.00000000
1303997291,1.93840000,271.00000000
1303997291,1.93899000,764.98000000
1303997313,1.93350000,1.00000000
1303997313,1.87000000,15.01000000
1303997338,1.93220000,8.30700000
1303997357,1.87610000,8.31000000
1303997390,1.93230000,8.06800000
1303997419,1.87610000,8.07000000
1303997419,1.93000000,7.84000000
1303997441,1.87610000,1.00000000
1303997469,1.87610000,6.84000000
1303997469,1.93000000,1.12300000
1303997489,1.93000000,5.94700000
1303997489,1.93000000,1.12000000
1303997489,1.93899000,347.67300000
1303997489,1.93950000,30.00000000
1303997489,1.93990000,45.00000000
1303997489,1.93999000,100.00000000
1303997489,1.94000000,1000.00000000
1303997489,1.94000000,32.25900000
1303997489,1.94000000,4.96000000
1303997522,1.94000000,200.00000000
1303997541,1.94000000,233.04100000
1303997541,1.94000000,7.58800000
1303997541,1.94000000,20.00000000
1303997613,1.90000000,20.00000000
1303997613,1.87631000,30.02000000
1303997651,1.87631000,1.00000000
1303997705,1.88100000,7.59000000
1303997748,1.94180000,7.34900000
1303997770,1.88100000,7.35000000
1303997790,1.93400000,1.00000000
1303997790,1.93400000,7.15100000
1303997836,1.88100000,7.15000000
1303997875,1.94180000,6.92700000
1303997919,1.88600000,6.93000000
1303998094,1.90000000,6.52000000
1303998170,1.90000000,593.48000000
1303998208,1.89999000,2.00000000
1303998208,1.94000000,12.30000000
1303998208,1.94780000,144.78700000
1303998305,1.94180000,6.73100000
1303998315,1.88600000,1.00000000
1303998375,1.89600000,6.73000000
1303998395,1.94180000,6.57100000
1303998437,1.90210000,6.57000000
1303998454,1.94179000,5.69000000
1303998651,1.90211000,54.53000000
1303998696,1.94180000,6.43200000
1303998718,1.90220000,6.43000000
1303998740,1.94180000,6.29800000
1303998743,1.89602000,11.77000000
1303998757,1.90220000,6.30000000
1303998777,1.94180000,6.17500000
1303998801,1.90220000,6.17000000
1303998824,1.94180000,6.04100000
1303998868,1.90220000,6.05000000
1303998889,1.93400000,5.95100000
1303998907,1.90220000,5.95000000
1303998928,1.93400000,5.85300000
1303998953,1.90220000,5.85000000
1303998977,1.93400000,5.75500000
1303998997,1.90220000,5.75000000
1303999019,1.93400000,5.65700000
1303999041,1.90220000,5.66000000
1303999063,1.93400000,1.00000000
1303999068,1.93400000,4.56400000
1303999077,1.90300000,1.00000000
1303999091,1.90300000,1.00000000
1303999096,1.90300000,1.00000000
1303999132,1.90300000,2.66000000
1303999150,1.90600000,5.57000000
1303999357,1.90300000,2.00000000
1303999404,1.93000000,35.00000000
1303999551,1.94000000,20.09000000
1303999637,1.94000000,10.00000000
1303999662,1.94000000,19.91000000
1303999724,1.93000000,5.50300000
1303999789,1.91000000,5.50000000
1303999836,1.93900000,5.41500000
1303999882,1.91000000,1.00000000
1303999907,1.91600000,5.41000000
1303999929,1.93900000,5.34800000
1303999960,1.91600000,5.35000000
1303999987,1.93900000,1.00000000
1303999987,1.91000000,13.27000000
1304000000,1.93900000,5.28600000
1304000040,1.91600000,5.29000000
1304000128,1.93899000,5.05000000
1304000128,1.94500000,227.69000000
1304000169,1.93900000,5.22900000
1304000192,1.91600000,5.23000000
1304000213,1.93900000,5.16800000
1304000234,1.91600000,5.16000000
1304000286,1.93900000,5.09500000
1304000569,1.92000000,2.80000000
1304000938,1.91999000,12.00000000
1304001143,1.91999000,35.26000000
1304001143,1.92000000,5.10000000
1304001220,1.93900000,5.05400000
1304001257,1.94400000,1.00000000
1304001381,1.94000000,5.05000000
1304001381,1.94000000,2.78000000
1304001381,1.94400000,8.77700000
1304001495,1.94400000,11.07200000
1304001547,1.92000000,4.64000000
1304001547,1.92000000,5.09900000
1304001623,1.92000000,2.79000000
1304001663,1.92000000,2.31000000
1304002048,1.94400000,9.15200000
1304002048,1.94500000,138.28500000
1304002048,1.94500000,3.33700000
1304002415,1.94500000,500.00000000
1304002487,1.94500000,156.66300000
1304002487,1.94500000,134.02500000
1304002487,1.94780000,32.21300000
1304002487,1.94800000,50.00000000
1304002487,1.94900000,7.61000000
1304002487,1.94990000,119.48900000
1304002540,1.94970000,100.00000000
1304002559,1.94970000,55.35800000
1304002613,1.94970000,394.64300000
1304002613,1.94990000,180.51100000
1304002701,1.95000000,6.95000000
1304002701,1.95000000,25.00000000
1304002701,1.95000000,1000.00000000
1304002701,1.95000000,2.00000000
1304002701,1.95000000,2.20000000
1304002701,1.95000000,3.00000000
1304002701,1.95000000,11.92000000
1304002930,1.95230000,2.00000000
1304003056,1.95230000,5.02000000
1304003123,1.95229000,1.50000000
1304003123,1.95230000,5.02000000
1304003252,1.95999000,20.00000000
1304003252,1.96000000,14.18000000
1304003294,1.96900000,10.00000000
1304003294,1.97000000,0.08000000
1304003294,1.98000000,793.56400000
1304003294,1.98000000,20.00000000
1304003294,1.98000000,20.05000000
1304003294,1.98000000,40.64000000
1304003294,1.98000000,7.02600000
1304003358,1.97000000,2.00000000
1304003358,1.97000000,4.97500000
1304003413,1.96999000,3.02500000
1304003413,1.97000000,3.41900000
1304003443,1.97000000,1.56000000
1304003443,1.98000000,10.08400000
1304003443,1.98900000,6.93000000
1304003443,1.99000000,3.98000000
1304003443,1.99000000,40.00000000
1304003443,1.99000000,100.00000000
1304003443,1.99000000,1.00000000
1304003443,1.99000000,50.00000000
1304003443,1.99000000,150.22000000
1304003443,1.99000000,50.00000000
1304003443,1.99000000,23.88000000
1304003443,1.99140000,562.34600000
1304003456,1.96002000,1.08000000
1304003552,1.98000000,10.00000000
1304003552,1.99500000,100.00000000
1304003552,1.99900000,100.00000000
1304003552,1.99900000,1.00000000
1304003552,1.99930000,50.02000000
1304003552,1.99960000,4.00000000
1304003552,1.99990000,600.00000000
1304003552,1.99990000,200.00000000
1304003579,1.97000000,2.00000000
1304003579,1.97000000,3.00000000
1304003643,1.98900000,3.00000000
1304003643,1.98900000,10.00000000
1304003643,1.99000000,9.50000000
1304003643,1.99996000,158.28000000
1304003643,1.99997000,184.22000000
1304003645,1.98000000,1.98000000
1304003660,1.98000000,1.84600000
1304003666,1.98000000,4.98000000
1304003692,1.98000000,20.00000000
1304003693,1.98000000,1.00000000
1304003699,1.98000000,1.75000000
1304003724,1.98000000,2.23000000
1304003763,2.00000000,2.00000000
1304003865,1.99000000,1.00000000
1304003884,1.97000000,2.18000000
1304003944,1.99000000,1.10000000
1304004006,1.99000000,0.90000000
1304004006,1.99000000,20.00000000
1304004006,1.99000000,56.00000000
1304004026,1.99001000,50.00000000
1304004043,1.99001000,20.00000000
1304004089,1.99001000,10.54000000
1304004200,1.99000000,4.95500000
1304004304,1.97000000,1.50000000
1304004358,1.99000000,156.74000000
1304004358,1.99000000,4.26000000
1304004392,2.00000000,1.00000000
1304004425,1.97000000,4.96000000
1304004588,1.99000000,20.00000000
1304004707,1.99001000,30.00000000
1304004870,1.99001000,10.99000000
1304005433,1.99000000,6.03000000
1304005492,2.00000000,1000.00000000
1304005589,2.00000000,997.00000000
1304005589,2.00000000,4.95000000
1304005589,2.00000000,100.00000000
1304005589,2.00000000,6.00000000
1304005589,2.00000000,46.67000000
1304005589,2.00000000,3.59000000
1304005589,2.00000000,100.00000000
1304005589,2.00000000,0.14000000
1304005589,2.00000000,5.00000000
1304005589,2.00000000,3736.65000000
1304005704,1.99000000,1.00000000
1304005733,2.00000000,21.49000000
1304005733,2.00000000,978.51000000
1304005784,2.00000000,15.00000000
1304005814,2.00000000,44.28600000
1304005816,2.00000000,5.00000000
1304005834,1.99000000,8.74000000
1304005836,2.00000000,15.00000000
1304005850,2.00000000,556.28900000
1304005868,1.99000000,1.00000000
1304005881,2.00000000,510.75500000
1304005881,2.00000000,50.00000000
1304005909,2.00000000,5.00000000
1304005933,2.00010000,50.00000000
1304005937,2.00000000,20.00000000
1304006148,2.01000000,6.05000000
1304006148,2.01000000,1.00000000
1304006148,2.04100000,10.00000000
1304006148,2.04150000,50.00000000
1304006148,2.05000000,13.81000000
1304006148,2.05000000,50.00000000
1304006148,2.05000000,300.00000000
1304006148,2.05000000,5.55000000
1304006148,2.05000000,19.74900000
1304006202,2.05000000,55.35800000
1304006242,2.00000000,1.00000000
1304006365,2.00000000,10.00000000
1304006400,2.05000000,11.07200000
1304006445,2.00150000,2.00000000
1304006519,2.04000000,3.00000000
1304006519,2.05000000,13.82300000
1304006519,2.07000000,40.00000000
1304006519,2.07000000,4.00000000
1304006519,2.07200000,24.13000000
1304006519,2.08700000,237.55000000
1304006519,2.08800000,98.00000000
1304006519,2.09000000,4.84000000
1304006519,2.09000000,500.00000000
1304006519,2.09000000,20.00000000
1304006519,2.09000000,2.42000000
1304006519,2.09100000,10.00000000
1304006519,2.09150000,42.23700000
1304006569,2.01010000,1.00000000
1304006611,2.08000000,2.00000000
1304006611,2.09150000,7.76300000
1304006611,2.10000000,0.23700000
